id,hashtag,username,text,likes,retweets,replies,total_interactions,post_date_iso,text_length,word_count,sentiment_label,link
494,#nawrocki,grzegorzkrajski,"To nie są snusy, one nie są zawijane na końcach. To raczej amfetamina i stąd ciągłe pragnienie. Ćpun #nawrocki :",0,0,0,0,2025-11-02 05:04:00,112,20,,https://nitter.poast.org/grzegorzkrajski/status/1984849042396885327#m
495,#nawrocki,grzegorzkrajski,"Alfons, oszust i ćpun #nawrocki :",0,0,0,0,2025-11-01 11:10:00,33,6,,https://nitter.poast.org/grzegorzkrajski/status/1984578780698931318#m
496,#nawrocki,PiotrParafiniuk,#Nawrocki #eth #prezydenta #sukces #BTC #zaorski #konieczny #kryptowaluty #dax #nasdaq #forex #cfd #friz #rezi #Nitro #trump #tusk #atak #ukraina #Bóg #jezus #julia #wieniawa #rutkowski #pis #jezus #pua #korwin #mikke Przestań żyć w grzechu i zrealizuj wszystkie swoje marzenia 🙂,0,0,0,0,2025-11-01 22:45:00,279,39,,https://nitter.poast.org/PiotrParafiniuk/status/1984753627248869737#m
497,#nawrocki,PiotrParafiniuk,#Nawrocki #eth #prezydenta #sukces #BTC #zaorski #konieczny #kryptowaluty #dax #nasdaq #forex #cfd #friz #rezi #Nitro #trump #tusk #atak #ukraina #Bóg #jezus #julia #wieniawa #rutkowski #pis #jezus #pua #korwin #mikke Kacper żyje w grzechu ciężkim i nie wierzy w Boga zbawiciela,0,0,0,0,2025-11-01 22:25:00,278,40,,https://nitter.poast.org/PiotrParafiniuk/status/1984748615689023799#m
498,#nawrocki,Janusz80536032,Polityczne oskarżenia! #wassermann #tusk #nawrocki #prawica #polityka #t... przez @YouTube,0,0,0,0,2025-11-02 13:47:00,90,10,,https://nitter.poast.org/Janusz80536032/status/1984980792510996485#m
499,#nawrocki,Legaartis,"😠 Były wiceszef ukraińskiego IPN, Ołeksandr Zinczenko, w ostrym tonie zaatakował prezydenta Nawrockiego, nazywając go ""chamem"". Kolejna kontrowersyjna wypowiedź ukraińskiego publicznego przedstawiciela w relacjach z Polską. 💢 #Nawrocki #PolskaUkraina",0,0,0,0,2025-10-28 12:26:00,250,29,,https://nitter.poast.org/Legaartis/status/1983148477308908033#m
500,#nawrocki,grzegorzkrajski,"Alfons, oszust i ćpun #nawrocki :",0,0,0,0,2025-11-01 11:10:00,33,6,,https://nitter.poast.org/grzegorzkrajski/status/1984578780698931318#m
501,#nawrocki,irenagos,"W związku z nielegalnym zaprzysiężeniem ćpuna i kibola, zlekceważeniem protestów wyborczych i wyroku #TSUE uzurpator #Nawrocki wraz z rodziną przez następne #1737dni będzie żerował na Polsce przynosząc wstyd i hańbę Polakom. Cieszycie się? #StopBatyryzacjiPolski",0,0,0,0,2025-11-02 07:52:00,262,34,,https://nitter.poast.org/irenagos/status/1984891337292882032#m
502,#nawrocki,Strykasia,Wielki Bu! Wielki kumpel #Nawrocki ! Chce azylu w Niemczech 🤪 A taki był fajny 🤪 Taki patriota 🤣 🤣 🤣 🤣 youtu.be/OeeLNeKMnzA?si=haHB…,0,0,0,0,2025-11-02 07:31:00,132,23,,https://nitter.poast.org/Strykasia/status/1984886077115560102#m
503,#nawrocki,grzegorzkrajski,"To nie są snusy, one nie są zawijane na końcach. To raczej amfetamina i stąd ciągłe pragnienie. Ćpun #nawrocki :",0,0,0,0,2025-11-02 05:04:00,112,20,,https://nitter.poast.org/grzegorzkrajski/status/1984849042396885327#m
504,#nawrocki,grzegorzkrajski,"Alfons, oszust i ćpun #nawrocki :",0,0,0,0,2025-11-01 11:10:00,33,6,,https://nitter.poast.org/grzegorzkrajski/status/1984578780698931318#m
505,#nawrocki,PiotrParafiniuk,#Nawrocki #eth #prezydenta #sukces #BTC #zaorski #konieczny #kryptowaluty #dax #nasdaq #forex #cfd #friz #rezi #Nitro #trump #tusk #atak #ukraina #Bóg #jezus #julia #wieniawa #rutkowski #pis #jezus #pua #korwin #mikke Przestań żyć w grzechu i zrealizuj wszystkie swoje marzenia 🙂,0,0,0,0,2025-11-01 22:45:00,279,39,,https://nitter.poast.org/PiotrParafiniuk/status/1984753627248869737#m
506,#nawrocki,PiotrParafiniuk,#Nawrocki #eth #prezydenta #sukces #BTC #zaorski #konieczny #kryptowaluty #dax #nasdaq #forex #cfd #friz #rezi #Nitro #trump #tusk #atak #ukraina #Bóg #jezus #julia #wieniawa #rutkowski #pis #jezus #pua #korwin #mikke Kacper żyje w grzechu ciężkim i nie wierzy w Boga zbawiciela,0,0,0,0,2025-11-01 22:25:00,278,40,,https://nitter.poast.org/PiotrParafiniuk/status/1984748615689023799#m
507,#nawrocki,Janusz80536032,Polityczne oskarżenia! #wassermann #tusk #nawrocki #prawica #polityka #t... przez @YouTube,0,0,0,0,2025-11-02 13:47:00,90,10,,https://nitter.poast.org/Janusz80536032/status/1984980792510996485#m
508,#nawrocki,Legaartis,"😠 Były wiceszef ukraińskiego IPN, Ołeksandr Zinczenko, w ostrym tonie zaatakował prezydenta Nawrockiego, nazywając go ""chamem"". Kolejna kontrowersyjna wypowiedź ukraińskiego publicznego przedstawiciela w relacjach z Polską. 💢 #Nawrocki #PolskaUkraina",0,0,0,0,2025-10-28 12:26:00,250,29,,https://nitter.poast.org/Legaartis/status/1983148477308908033#m
509,#nawrocki,grzegorzkrajski,"Alfons, oszust i ćpun #nawrocki :",0,0,0,0,2025-11-01 11:10:00,33,6,,https://nitter.poast.org/grzegorzkrajski/status/1984578780698931318#m
510,#nawrocki,irenagos,"W związku z nielegalnym zaprzysiężeniem ćpuna i kibola, zlekceważeniem protestów wyborczych i wyroku #TSUE uzurpator #Nawrocki wraz z rodziną przez następne #1737dni będzie żerował na Polsce przynosząc wstyd i hańbę Polakom. Cieszycie się? #StopBatyryzacjiPolski",0,0,0,0,2025-11-02 07:52:00,262,34,,https://nitter.poast.org/irenagos/status/1984891337292882032#m
511,#nawrocki,Strykasia,Wielki Bu! Wielki kumpel #Nawrocki ! Chce azylu w Niemczech 🤪 A taki był fajny 🤪 Taki patriota 🤣 🤣 🤣 🤣 youtu.be/OeeLNeKMnzA?si=haHB…,0,0,0,0,2025-11-02 07:31:00,132,23,,https://nitter.poast.org/Strykasia/status/1984886077115560102#m
512,#nawrocki,grzegorzkrajski,"To nie są snusy, one nie są zawijane na końcach. To raczej amfetamina i stąd ciągłe pragnienie. Ćpun #nawrocki :",0,0,0,0,2025-11-02 05:04:00,112,20,,https://nitter.poast.org/grzegorzkrajski/status/1984849042396885327#m
513,#nawrocki,grzegorzkrajski,"Alfons, oszust i ćpun #nawrocki :",0,0,0,0,2025-11-01 11:10:00,33,6,,https://nitter.poast.org/grzegorzkrajski/status/1984578780698931318#m
514,#nawrocki,PiotrParafiniuk,#Nawrocki #eth #prezydenta #sukces #BTC #zaorski #konieczny #kryptowaluty #dax #nasdaq #forex #cfd #friz #rezi #Nitro #trump #tusk #atak #ukraina #Bóg #jezus #julia #wieniawa #rutkowski #pis #jezus #pua #korwin #mikke Przestań żyć w grzechu i zrealizuj wszystkie swoje marzenia 🙂,0,0,0,0,2025-11-01 22:45:00,279,39,,https://nitter.poast.org/PiotrParafiniuk/status/1984753627248869737#m
515,#nawrocki,PiotrParafiniuk,#Nawrocki #eth #prezydenta #sukces #BTC #zaorski #konieczny #kryptowaluty #dax #nasdaq #forex #cfd #friz #rezi #Nitro #trump #tusk #atak #ukraina #Bóg #jezus #julia #wieniawa #rutkowski #pis #jezus #pua #korwin #mikke Kacper żyje w grzechu ciężkim i nie wierzy w Boga zbawiciela,0,0,0,0,2025-11-01 22:25:00,278,40,,https://nitter.poast.org/PiotrParafiniuk/status/1984748615689023799#m
516,#nawrocki,Janusz80536032,Polityczne oskarżenia! #wassermann #tusk #nawrocki #prawica #polityka #t... przez @YouTube,0,0,0,0,2025-11-02 13:47:00,90,10,,https://nitter.poast.org/Janusz80536032/status/1984980792510996485#m
517,#nawrocki,Legaartis,"😠 Były wiceszef ukraińskiego IPN, Ołeksandr Zinczenko, w ostrym tonie zaatakował prezydenta Nawrockiego, nazywając go ""chamem"". Kolejna kontrowersyjna wypowiedź ukraińskiego publicznego przedstawiciela w relacjach z Polską. 💢 #Nawrocki #PolskaUkraina",0,0,0,0,2025-10-28 12:26:00,250,29,,https://nitter.poast.org/Legaartis/status/1983148477308908033#m
518,#nawrocki,grzegorzkrajski,"Alfons, oszust i ćpun #nawrocki :",0,0,0,0,2025-11-01 11:10:00,33,6,,https://nitter.poast.org/grzegorzkrajski/status/1984578780698931318#m
519,#nawrocki,irenagos,"W związku z nielegalnym zaprzysiężeniem ćpuna i kibola, zlekceważeniem protestów wyborczych i wyroku #TSUE uzurpator #Nawrocki wraz z rodziną przez następne #1737dni będzie żerował na Polsce przynosząc wstyd i hańbę Polakom. Cieszycie się? #StopBatyryzacjiPolski",0,0,0,0,2025-11-02 07:52:00,262,34,,https://nitter.poast.org/irenagos/status/1984891337292882032#m
520,#nawrocki,Strykasia,Wielki Bu! Wielki kumpel #Nawrocki ! Chce azylu w Niemczech 🤪 A taki był fajny 🤪 Taki patriota 🤣 🤣 🤣 🤣 youtu.be/OeeLNeKMnzA?si=haHB…,0,0,0,0,2025-11-02 07:31:00,132,23,,https://nitter.poast.org/Strykasia/status/1984886077115560102#m
521,#nawrocki,grzegorzkrajski,"To nie są snusy, one nie są zawijane na końcach. To raczej amfetamina i stąd ciągłe pragnienie. Ćpun #nawrocki :",0,0,0,0,2025-11-02 05:04:00,112,20,,https://nitter.poast.org/grzegorzkrajski/status/1984849042396885327#m
522,#nawrocki,grzegorzkrajski,"Alfons, oszust i ćpun #nawrocki :",0,0,0,0,2025-11-01 11:10:00,33,6,,https://nitter.poast.org/grzegorzkrajski/status/1984578780698931318#m
523,#nawrocki,PiotrParafiniuk,#Nawrocki #eth #prezydenta #sukces #BTC #zaorski #konieczny #kryptowaluty #dax #nasdaq #forex #cfd #friz #rezi #Nitro #trump #tusk #atak #ukraina #Bóg #jezus #julia #wieniawa #rutkowski #pis #jezus #pua #korwin #mikke Przestań żyć w grzechu i zrealizuj wszystkie swoje marzenia 🙂,0,0,0,0,2025-11-01 22:45:00,279,39,,https://nitter.poast.org/PiotrParafiniuk/status/1984753627248869737#m
524,#nawrocki,PiotrParafiniuk,#Nawrocki #eth #prezydenta #sukces #BTC #zaorski #konieczny #kryptowaluty #dax #nasdaq #forex #cfd #friz #rezi #Nitro #trump #tusk #atak #ukraina #Bóg #jezus #julia #wieniawa #rutkowski #pis #jezus #pua #korwin #mikke Kacper żyje w grzechu ciężkim i nie wierzy w Boga zbawiciela,0,0,0,0,2025-11-01 22:25:00,278,40,,https://nitter.poast.org/PiotrParafiniuk/status/1984748615689023799#m
525,#nawrocki,Janusz80536032,Polityczne oskarżenia! #wassermann #tusk #nawrocki #prawica #polityka #t... przez @YouTube,0,0,0,0,2025-11-02 13:47:00,90,10,,https://nitter.poast.org/Janusz80536032/status/1984980792510996485#m
526,#nawrocki,Legaartis,"😠 Były wiceszef ukraińskiego IPN, Ołeksandr Zinczenko, w ostrym tonie zaatakował prezydenta Nawrockiego, nazywając go ""chamem"". Kolejna kontrowersyjna wypowiedź ukraińskiego publicznego przedstawiciela w relacjach z Polską. 💢 #Nawrocki #PolskaUkraina",0,0,0,0,2025-10-28 12:26:00,250,29,,https://nitter.poast.org/Legaartis/status/1983148477308908033#m
527,#nawrocki,grzegorzkrajski,"Alfons, oszust i ćpun #nawrocki :",0,0,0,0,2025-11-01 11:10:00,33,6,,https://nitter.poast.org/grzegorzkrajski/status/1984578780698931318#m
528,#nawrocki,irenagos,"W związku z nielegalnym zaprzysiężeniem ćpuna i kibola, zlekceważeniem protestów wyborczych i wyroku #TSUE uzurpator #Nawrocki wraz z rodziną przez następne #1737dni będzie żerował na Polsce przynosząc wstyd i hańbę Polakom. Cieszycie się? #StopBatyryzacjiPolski",0,0,0,0,2025-11-02 07:52:00,262,34,,https://nitter.poast.org/irenagos/status/1984891337292882032#m
529,#nawrocki,Strykasia,Wielki Bu! Wielki kumpel #Nawrocki ! Chce azylu w Niemczech 🤪 A taki był fajny 🤪 Taki patriota 🤣 🤣 🤣 🤣 youtu.be/OeeLNeKMnzA?si=haHB…,0,0,0,0,2025-11-02 07:31:00,132,23,,https://nitter.poast.org/Strykasia/status/1984886077115560102#m
530,#nawrocki,grzegorzkrajski,"To nie są snusy, one nie są zawijane na końcach. To raczej amfetamina i stąd ciągłe pragnienie. Ćpun #nawrocki :",0,0,0,0,2025-11-02 05:04:00,112,20,,https://nitter.poast.org/grzegorzkrajski/status/1984849042396885327#m
531,#nawrocki,grzegorzkrajski,"Alfons, oszust i ćpun #nawrocki :",0,0,0,0,2025-11-01 11:10:00,33,6,,https://nitter.poast.org/grzegorzkrajski/status/1984578780698931318#m
532,#nawrocki,PiotrParafiniuk,#Nawrocki #eth #prezydenta #sukces #BTC #zaorski #konieczny #kryptowaluty #dax #nasdaq #forex #cfd #friz #rezi #Nitro #trump #tusk #atak #ukraina #Bóg #jezus #julia #wieniawa #rutkowski #pis #jezus #pua #korwin #mikke Przestań żyć w grzechu i zrealizuj wszystkie swoje marzenia 🙂,0,0,0,0,2025-11-01 22:45:00,279,39,,https://nitter.poast.org/PiotrParafiniuk/status/1984753627248869737#m
533,#nawrocki,PiotrParafiniuk,#Nawrocki #eth #prezydenta #sukces #BTC #zaorski #konieczny #kryptowaluty #dax #nasdaq #forex #cfd #friz #rezi #Nitro #trump #tusk #atak #ukraina #Bóg #jezus #julia #wieniawa #rutkowski #pis #jezus #pua #korwin #mikke Kacper żyje w grzechu ciężkim i nie wierzy w Boga zbawiciela,0,0,0,0,2025-11-01 22:25:00,278,40,,https://nitter.poast.org/PiotrParafiniuk/status/1984748615689023799#m
534,#nawrocki,Janusz80536032,Polityczne oskarżenia! #wassermann #tusk #nawrocki #prawica #polityka #t... przez @YouTube,0,0,0,0,2025-11-02 13:47:00,90,10,,https://nitter.poast.org/Janusz80536032/status/1984980792510996485#m
535,#nawrocki,Legaartis,"😠 Były wiceszef ukraińskiego IPN, Ołeksandr Zinczenko, w ostrym tonie zaatakował prezydenta Nawrockiego, nazywając go ""chamem"". Kolejna kontrowersyjna wypowiedź ukraińskiego publicznego przedstawiciela w relacjach z Polską. 💢 #Nawrocki #PolskaUkraina",0,0,0,0,2025-10-28 12:26:00,250,29,,https://nitter.poast.org/Legaartis/status/1983148477308908033#m
536,#nawrocki,grzegorzkrajski,"Alfons, oszust i ćpun #nawrocki :",0,0,0,0,2025-11-01 11:10:00,33,6,,https://nitter.poast.org/grzegorzkrajski/status/1984578780698931318#m
537,#nawrocki,irenagos,"W związku z nielegalnym zaprzysiężeniem ćpuna i kibola, zlekceważeniem protestów wyborczych i wyroku #TSUE uzurpator #Nawrocki wraz z rodziną przez następne #1737dni będzie żerował na Polsce przynosząc wstyd i hańbę Polakom. Cieszycie się? #StopBatyryzacjiPolski",0,0,0,0,2025-11-02 07:52:00,262,34,,https://nitter.poast.org/irenagos/status/1984891337292882032#m
538,#nawrocki,Strykasia,Wielki Bu! Wielki kumpel #Nawrocki ! Chce azylu w Niemczech 🤪 A taki był fajny 🤪 Taki patriota 🤣 🤣 🤣 🤣 youtu.be/OeeLNeKMnzA?si=haHB…,0,0,0,0,2025-11-02 07:31:00,132,23,,https://nitter.poast.org/Strykasia/status/1984886077115560102#m
539,#nawrocki,grzegorzkrajski,"To nie są snusy, one nie są zawijane na końcach. To raczej amfetamina i stąd ciągłe pragnienie. Ćpun #nawrocki :",0,0,0,0,2025-11-02 05:04:00,112,20,,https://nitter.poast.org/grzegorzkrajski/status/1984849042396885327#m
540,#nawrocki,grzegorzkrajski,"Alfons, oszust i ćpun #nawrocki :",0,0,0,0,2025-11-01 11:10:00,33,6,,https://nitter.poast.org/grzegorzkrajski/status/1984578780698931318#m
541,#nawrocki,PiotrParafiniuk,#Nawrocki #eth #prezydenta #sukces #BTC #zaorski #konieczny #kryptowaluty #dax #nasdaq #forex #cfd #friz #rezi #Nitro #trump #tusk #atak #ukraina #Bóg #jezus #julia #wieniawa #rutkowski #pis #jezus #pua #korwin #mikke Przestań żyć w grzechu i zrealizuj wszystkie swoje marzenia 🙂,0,0,0,0,2025-11-01 22:45:00,279,39,,https://nitter.poast.org/PiotrParafiniuk/status/1984753627248869737#m
542,#nawrocki,PiotrParafiniuk,#Nawrocki #eth #prezydenta #sukces #BTC #zaorski #konieczny #kryptowaluty #dax #nasdaq #forex #cfd #friz #rezi #Nitro #trump #tusk #atak #ukraina #Bóg #jezus #julia #wieniawa #rutkowski #pis #jezus #pua #korwin #mikke Kacper żyje w grzechu ciężkim i nie wierzy w Boga zbawiciela,0,0,0,0,2025-11-01 22:25:00,278,40,,https://nitter.poast.org/PiotrParafiniuk/status/1984748615689023799#m
543,#nawrocki,Janusz80536032,Polityczne oskarżenia! #wassermann #tusk #nawrocki #prawica #polityka #t... przez @YouTube,0,0,0,0,2025-11-02 13:47:00,90,10,,https://nitter.poast.org/Janusz80536032/status/1984980792510996485#m
544,#nawrocki,Legaartis,"😠 Były wiceszef ukraińskiego IPN, Ołeksandr Zinczenko, w ostrym tonie zaatakował prezydenta Nawrockiego, nazywając go ""chamem"". Kolejna kontrowersyjna wypowiedź ukraińskiego publicznego przedstawiciela w relacjach z Polską. 💢 #Nawrocki #PolskaUkraina",0,0,0,0,2025-10-28 12:26:00,250,29,,https://nitter.poast.org/Legaartis/status/1983148477308908033#m
545,#nawrocki,grzegorzkrajski,"Alfons, oszust i ćpun #nawrocki :",0,0,0,0,2025-11-01 11:10:00,33,6,,https://nitter.poast.org/grzegorzkrajski/status/1984578780698931318#m
546,#nawrocki,irenagos,"W związku z nielegalnym zaprzysiężeniem ćpuna i kibola, zlekceważeniem protestów wyborczych i wyroku #TSUE uzurpator #Nawrocki wraz z rodziną przez następne #1737dni będzie żerował na Polsce przynosząc wstyd i hańbę Polakom. Cieszycie się? #StopBatyryzacjiPolski",0,0,0,0,2025-11-02 07:52:00,262,34,,https://nitter.poast.org/irenagos/status/1984891337292882032#m
547,#nawrocki,Strykasia,Wielki Bu! Wielki kumpel #Nawrocki ! Chce azylu w Niemczech 🤪 A taki był fajny 🤪 Taki patriota 🤣 🤣 🤣 🤣 youtu.be/OeeLNeKMnzA?si=haHB…,0,0,0,0,2025-11-02 07:31:00,132,23,,https://nitter.poast.org/Strykasia/status/1984886077115560102#m
548,#nawrocki,grzegorzkrajski,"To nie są snusy, one nie są zawijane na końcach. To raczej amfetamina i stąd ciągłe pragnienie. Ćpun #nawrocki :",0,0,0,0,2025-11-02 05:04:00,112,20,,https://nitter.poast.org/grzegorzkrajski/status/1984849042396885327#m
549,#nawrocki,grzegorzkrajski,"Alfons, oszust i ćpun #nawrocki :",0,0,0,0,2025-11-01 11:10:00,33,6,,https://nitter.poast.org/grzegorzkrajski/status/1984578780698931318#m
550,#nawrocki,PiotrParafiniuk,#Nawrocki #eth #prezydenta #sukces #BTC #zaorski #konieczny #kryptowaluty #dax #nasdaq #forex #cfd #friz #rezi #Nitro #trump #tusk #atak #ukraina #Bóg #jezus #julia #wieniawa #rutkowski #pis #jezus #pua #korwin #mikke Przestań żyć w grzechu i zrealizuj wszystkie swoje marzenia 🙂,0,0,0,0,2025-11-01 22:45:00,279,39,,https://nitter.poast.org/PiotrParafiniuk/status/1984753627248869737#m
551,#nawrocki,PiotrParafiniuk,#Nawrocki #eth #prezydenta #sukces #BTC #zaorski #konieczny #kryptowaluty #dax #nasdaq #forex #cfd #friz #rezi #Nitro #trump #tusk #atak #ukraina #Bóg #jezus #julia #wieniawa #rutkowski #pis #jezus #pua #korwin #mikke Kacper żyje w grzechu ciężkim i nie wierzy w Boga zbawiciela,0,0,0,0,2025-11-01 22:25:00,278,40,,https://nitter.poast.org/PiotrParafiniuk/status/1984748615689023799#m
